"ID","x","y"
1,336021.659,2944492.72
2,341021.659,2944492.72
3,336021.659,2939492.72
4,341021.659,2939492.72
5,346021.659,2939492.72
6,336021.659,2934492.72
7,341021.659,2934492.72
8,346021.659,2934492.72
9,351021.659,2934492.72
10,336021.659,2929492.72
11,341021.659,2929492.72
12,346021.659,2929492.72
13,351021.659,2929492.72
14,356021.659,2929492.72
15,361021.659,2929492.72
16,336021.659,2924492.72
17,346021.659,2924492.72
18,351021.659,2924492.72
19,356021.659,2924492.72
20,361021.659,2924492.72
21,366021.659,2924492.72
22,391021.659,2924492.72
23,396021.659,2924492.72
24,401021.659,2924492.72
25,346021.659,2919492.72
26,351021.659,2919492.72
27,356021.659,2919492.72
28,361021.659,2919492.72
29,366021.659,2919492.72
30,371021.659,2919492.72
31,391021.659,2919492.72
32,396021.659,2919492.72
33,401021.659,2919492.72
34,406021.659,2919492.72
35,411021.659,2919492.72
36,341021.659,2914492.72
37,346021.659,2914492.72
38,351021.659,2914492.72
39,356021.659,2914492.72
40,361021.659,2914492.72
41,366021.659,2914492.72
42,371021.659,2914492.72
43,376021.659,2914492.72
44,391021.659,2914492.72
45,396021.659,2914492.72
46,401021.659,2914492.72
47,406021.659,2914492.72
48,411021.659,2914492.72
49,336021.659,2909492.72
50,341021.659,2909492.72
51,346021.659,2909492.72
52,351021.659,2909492.72
53,356021.659,2909492.72
54,361021.659,2909492.72
55,366021.659,2909492.72
56,371021.659,2909492.72
57,376021.659,2909492.72
58,381021.659,2909492.72
59,386021.659,2909492.72
60,391021.659,2909492.72
61,396021.659,2909492.72
62,401021.659,2909492.72
63,406021.659,2909492.72
64,411021.659,2909492.72
65,416021.659,2909492.72
66,336021.659,2904492.72
67,341021.659,2904492.72
68,346021.659,2904492.72
69,351021.659,2904492.72
70,356021.659,2904492.72
71,361021.659,2904492.72
72,366021.659,2904492.72
73,371021.659,2904492.72
74,376021.659,2904492.72
75,381021.659,2904492.72
76,386021.659,2904492.72
77,391021.659,2904492.72
78,396021.659,2904492.72
79,401021.659,2904492.72
80,406021.659,2904492.72
81,411021.659,2904492.72
82,416021.659,2904492.72
83,321021.659,2899492.72
84,326021.659,2899492.72
85,331021.659,2899492.72
86,336021.659,2899492.72
87,341021.659,2899492.72
88,346021.659,2899492.72
89,351021.659,2899492.72
90,356021.659,2899492.72
91,361021.659,2899492.72
92,366021.659,2899492.72
93,371021.659,2899492.72
94,376021.659,2899492.72
95,381021.659,2899492.72
96,386021.659,2899492.72
97,391021.659,2899492.72
98,396021.659,2899492.72
99,401021.659,2899492.72
100,406021.659,2899492.72
101,411021.659,2899492.72
102,416021.659,2899492.72
103,461021.659,2899492.72
104,466021.659,2899492.72
105,471021.659,2899492.72
106,316021.659,2894492.72
107,321021.659,2894492.72
108,326021.659,2894492.72
109,331021.659,2894492.72
110,336021.659,2894492.72
111,341021.659,2894492.72
112,346021.659,2894492.72
113,351021.659,2894492.72
114,356021.659,2894492.72
115,361021.659,2894492.72
116,366021.659,2894492.72
117,371021.659,2894492.72
118,376021.659,2894492.72
119,381021.659,2894492.72
120,386021.659,2894492.72
121,391021.659,2894492.72
122,396021.659,2894492.72
123,401021.659,2894492.72
124,406021.659,2894492.72
125,411021.659,2894492.72
126,416021.659,2894492.72
127,461021.659,2894492.72
128,466021.659,2894492.72
129,471021.659,2894492.72
130,476021.659,2894492.72
131,316021.659,2889492.72
132,321021.659,2889492.72
133,326021.659,2889492.72
134,331021.659,2889492.72
135,336021.659,2889492.72
136,341021.659,2889492.72
137,346021.659,2889492.72
138,351021.659,2889492.72
139,356021.659,2889492.72
140,361021.659,2889492.72
141,366021.659,2889492.72
142,371021.659,2889492.72
143,376021.659,2889492.72
144,381021.659,2889492.72
145,386021.659,2889492.72
146,391021.659,2889492.72
147,396021.659,2889492.72
148,401021.659,2889492.72
149,406021.659,2889492.72
150,411021.659,2889492.72
151,416021.659,2889492.72
152,421021.659,2889492.72
153,426021.659,2889492.72
154,461021.659,2889492.72
155,466021.659,2889492.72
156,471021.659,2889492.72
157,476021.659,2889492.72
158,481021.659,2889492.72
159,316021.659,2884492.72
160,321021.659,2884492.72
161,326021.659,2884492.72
162,331021.659,2884492.72
163,336021.659,2884492.72
164,341021.659,2884492.72
165,346021.659,2884492.72
166,351021.659,2884492.72
167,356021.659,2884492.72
168,361021.659,2884492.72
169,366021.659,2884492.72
170,371021.659,2884492.72
171,376021.659,2884492.72
172,381021.659,2884492.72
173,386021.659,2884492.72
174,391021.659,2884492.72
175,396021.659,2884492.72
176,401021.659,2884492.72
177,406021.659,2884492.72
178,411021.659,2884492.72
179,416021.659,2884492.72
180,421021.659,2884492.72
181,426021.659,2884492.72
182,461021.659,2884492.72
183,466021.659,2884492.72
184,471021.659,2884492.72
185,476021.659,2884492.72
186,481021.659,2884492.72
187,316021.659,2879492.72
188,321021.659,2879492.72
189,326021.659,2879492.72
190,331021.659,2879492.72
191,336021.659,2879492.72
192,341021.659,2879492.72
193,346021.659,2879492.72
194,351021.659,2879492.72
195,356021.659,2879492.72
196,361021.659,2879492.72
197,366021.659,2879492.72
198,371021.659,2879492.72
199,376021.659,2879492.72
200,381021.659,2879492.72
201,386021.659,2879492.72
202,391021.659,2879492.72
203,396021.659,2879492.72
204,401021.659,2879492.72
205,406021.659,2879492.72
206,411021.659,2879492.72
207,416021.659,2879492.72
208,421021.659,2879492.72
209,426021.659,2879492.72
210,431021.659,2879492.72
211,436021.659,2879492.72
212,441021.659,2879492.72
213,456021.659,2879492.72
214,461021.659,2879492.72
215,466021.659,2879492.72
216,471021.659,2879492.72
217,476021.659,2879492.72
218,481021.659,2879492.72
219,311021.659,2874492.72
220,316021.659,2874492.72
221,321021.659,2874492.72
222,326021.659,2874492.72
223,331021.659,2874492.72
224,336021.659,2874492.72
225,341021.659,2874492.72
226,346021.659,2874492.72
227,351021.659,2874492.72
228,356021.659,2874492.72
229,361021.659,2874492.72
230,366021.659,2874492.72
231,371021.659,2874492.72
232,376021.659,2874492.72
233,381021.659,2874492.72
234,386021.659,2874492.72
235,391021.659,2874492.72
236,396021.659,2874492.72
237,401021.659,2874492.72
238,406021.659,2874492.72
239,411021.659,2874492.72
240,416021.659,2874492.72
241,421021.659,2874492.72
242,426021.659,2874492.72
243,431021.659,2874492.72
244,436021.659,2874492.72
245,441021.659,2874492.72
246,446021.659,2874492.72
247,451021.659,2874492.72
248,456021.659,2874492.72
249,461021.659,2874492.72
250,466021.659,2874492.72
251,471021.659,2874492.72
252,476021.659,2874492.72
253,481021.659,2874492.72
254,486021.659,2874492.72
255,306021.659,2869492.72
256,311021.659,2869492.72
257,316021.659,2869492.72
258,321021.659,2869492.72
259,326021.659,2869492.72
260,331021.659,2869492.72
261,336021.659,2869492.72
262,341021.659,2869492.72
263,346021.659,2869492.72
264,351021.659,2869492.72
265,356021.659,2869492.72
266,361021.659,2869492.72
267,366021.659,2869492.72
268,371021.659,2869492.72
269,376021.659,2869492.72
270,381021.659,2869492.72
271,386021.659,2869492.72
272,391021.659,2869492.72
273,396021.659,2869492.72
274,401021.659,2869492.72
275,406021.659,2869492.72
276,411021.659,2869492.72
277,416021.659,2869492.72
278,421021.659,2869492.72
279,426021.659,2869492.72
280,431021.659,2869492.72
281,436021.659,2869492.72
282,441021.659,2869492.72
283,446021.659,2869492.72
284,451021.659,2869492.72
285,456021.659,2869492.72
286,461021.659,2869492.72
287,466021.659,2869492.72
288,471021.659,2869492.72
289,476021.659,2869492.72
290,481021.659,2869492.72
291,486021.659,2869492.72
292,491021.659,2869492.72
293,311021.659,2864492.72
294,316021.659,2864492.72
295,321021.659,2864492.72
296,326021.659,2864492.72
297,331021.659,2864492.72
298,336021.659,2864492.72
299,341021.659,2864492.72
300,346021.659,2864492.72
301,351021.659,2864492.72
302,356021.659,2864492.72
303,361021.659,2864492.72
304,366021.659,2864492.72
305,371021.659,2864492.72
306,376021.659,2864492.72
307,381021.659,2864492.72
308,386021.659,2864492.72
309,391021.659,2864492.72
310,396021.659,2864492.72
311,401021.659,2864492.72
312,406021.659,2864492.72
313,411021.659,2864492.72
314,416021.659,2864492.72
315,421021.659,2864492.72
316,426021.659,2864492.72
317,431021.659,2864492.72
318,436021.659,2864492.72
319,441021.659,2864492.72
320,446021.659,2864492.72
321,451021.659,2864492.72
322,456021.659,2864492.72
323,461021.659,2864492.72
324,466021.659,2864492.72
325,471021.659,2864492.72
326,476021.659,2864492.72
327,481021.659,2864492.72
328,486021.659,2864492.72
329,311021.659,2859492.72
330,316021.659,2859492.72
331,321021.659,2859492.72
332,326021.659,2859492.72
333,331021.659,2859492.72
334,336021.659,2859492.72
335,341021.659,2859492.72
336,346021.659,2859492.72
337,351021.659,2859492.72
338,356021.659,2859492.72
339,361021.659,2859492.72
340,366021.659,2859492.72
341,371021.659,2859492.72
342,376021.659,2859492.72
343,381021.659,2859492.72
344,386021.659,2859492.72
345,391021.659,2859492.72
346,396021.659,2859492.72
347,401021.659,2859492.72
348,406021.659,2859492.72
349,411021.659,2859492.72
350,416021.659,2859492.72
351,421021.659,2859492.72
352,426021.659,2859492.72
353,431021.659,2859492.72
354,436021.659,2859492.72
355,441021.659,2859492.72
356,446021.659,2859492.72
357,451021.659,2859492.72
358,456021.659,2859492.72
359,461021.659,2859492.72
360,466021.659,2859492.72
361,471021.659,2859492.72
362,476021.659,2859492.72
363,481021.659,2859492.72
364,486021.659,2859492.72
365,311021.659,2854492.72
366,316021.659,2854492.72
367,321021.659,2854492.72
368,326021.659,2854492.72
369,331021.659,2854492.72
370,336021.659,2854492.72
371,341021.659,2854492.72
372,346021.659,2854492.72
373,351021.659,2854492.72
374,356021.659,2854492.72
375,361021.659,2854492.72
376,366021.659,2854492.72
377,371021.659,2854492.72
378,376021.659,2854492.72
379,381021.659,2854492.72
380,386021.659,2854492.72
381,391021.659,2854492.72
382,396021.659,2854492.72
383,401021.659,2854492.72
384,406021.659,2854492.72
385,411021.659,2854492.72
386,416021.659,2854492.72
387,421021.659,2854492.72
388,426021.659,2854492.72
389,431021.659,2854492.72
390,436021.659,2854492.72
391,441021.659,2854492.72
392,446021.659,2854492.72
393,451021.659,2854492.72
394,456021.659,2854492.72
395,461021.659,2854492.72
396,466021.659,2854492.72
397,471021.659,2854492.72
398,476021.659,2854492.72
399,481021.659,2854492.72
400,326021.659,2849492.72
401,331021.659,2849492.72
402,336021.659,2849492.72
403,341021.659,2849492.72
404,346021.659,2849492.72
405,351021.659,2849492.72
406,356021.659,2849492.72
407,361021.659,2849492.72
408,366021.659,2849492.72
409,371021.659,2849492.72
410,376021.659,2849492.72
411,381021.659,2849492.72
412,386021.659,2849492.72
413,391021.659,2849492.72
414,396021.659,2849492.72
415,401021.659,2849492.72
416,406021.659,2849492.72
417,411021.659,2849492.72
418,416021.659,2849492.72
419,421021.659,2849492.72
420,426021.659,2849492.72
421,431021.659,2849492.72
422,436021.659,2849492.72
423,441021.659,2849492.72
424,446021.659,2849492.72
425,451021.659,2849492.72
426,456021.659,2849492.72
427,461021.659,2849492.72
428,466021.659,2849492.72
429,471021.659,2849492.72
430,476021.659,2849492.72
431,481021.659,2849492.72
432,486021.659,2849492.72
433,336021.659,2844492.72
434,341021.659,2844492.72
435,346021.659,2844492.72
436,351021.659,2844492.72
437,356021.659,2844492.72
438,361021.659,2844492.72
439,366021.659,2844492.72
440,371021.659,2844492.72
441,376021.659,2844492.72
442,381021.659,2844492.72
443,386021.659,2844492.72
444,391021.659,2844492.72
445,396021.659,2844492.72
446,401021.659,2844492.72
447,406021.659,2844492.72
448,411021.659,2844492.72
449,416021.659,2844492.72
450,421021.659,2844492.72
451,426021.659,2844492.72
452,431021.659,2844492.72
453,436021.659,2844492.72
454,441021.659,2844492.72
455,446021.659,2844492.72
456,451021.659,2844492.72
457,456021.659,2844492.72
458,461021.659,2844492.72
459,466021.659,2844492.72
460,471021.659,2844492.72
461,476021.659,2844492.72
462,481021.659,2844492.72
463,486021.659,2844492.72
464,336021.659,2839492.72
465,341021.659,2839492.72
466,346021.659,2839492.72
467,351021.659,2839492.72
468,356021.659,2839492.72
469,361021.659,2839492.72
470,366021.659,2839492.72
471,371021.659,2839492.72
472,376021.659,2839492.72
473,381021.659,2839492.72
474,386021.659,2839492.72
475,391021.659,2839492.72
476,396021.659,2839492.72
477,401021.659,2839492.72
478,406021.659,2839492.72
479,411021.659,2839492.72
480,416021.659,2839492.72
481,421021.659,2839492.72
482,426021.659,2839492.72
483,431021.659,2839492.72
484,436021.659,2839492.72
485,441021.659,2839492.72
486,446021.659,2839492.72
487,451021.659,2839492.72
488,456021.659,2839492.72
489,461021.659,2839492.72
490,466021.659,2839492.72
491,471021.659,2839492.72
492,476021.659,2839492.72
493,481021.659,2839492.72
494,486021.659,2839492.72
495,346021.659,2834492.72
496,351021.659,2834492.72
497,356021.659,2834492.72
498,361021.659,2834492.72
499,366021.659,2834492.72
500,371021.659,2834492.72
501,376021.659,2834492.72
502,381021.659,2834492.72
503,386021.659,2834492.72
504,391021.659,2834492.72
505,396021.659,2834492.72
506,401021.659,2834492.72
507,406021.659,2834492.72
508,411021.659,2834492.72
509,416021.659,2834492.72
510,421021.659,2834492.72
511,426021.659,2834492.72
512,431021.659,2834492.72
513,436021.659,2834492.72
514,441021.659,2834492.72
515,446021.659,2834492.72
516,451021.659,2834492.72
517,456021.659,2834492.72
518,461021.659,2834492.72
519,466021.659,2834492.72
520,471021.659,2834492.72
521,476021.659,2834492.72
522,481021.659,2834492.72
523,486021.659,2834492.72
524,346021.659,2829492.72
525,351021.659,2829492.72
526,356021.659,2829492.72
527,361021.659,2829492.72
528,366021.659,2829492.72
529,371021.659,2829492.72
530,376021.659,2829492.72
531,381021.659,2829492.72
532,386021.659,2829492.72
533,391021.659,2829492.72
534,396021.659,2829492.72
535,401021.659,2829492.72
536,406021.659,2829492.72
537,411021.659,2829492.72
538,416021.659,2829492.72
539,421021.659,2829492.72
540,426021.659,2829492.72
541,431021.659,2829492.72
542,436021.659,2829492.72
543,441021.659,2829492.72
544,446021.659,2829492.72
545,451021.659,2829492.72
546,456021.659,2829492.72
547,461021.659,2829492.72
548,466021.659,2829492.72
549,471021.659,2829492.72
550,476021.659,2829492.72
551,481021.659,2829492.72
552,486021.659,2829492.72
553,351021.659,2824492.72
554,356021.659,2824492.72
555,361021.659,2824492.72
556,366021.659,2824492.72
557,371021.659,2824492.72
558,376021.659,2824492.72
559,381021.659,2824492.72
560,386021.659,2824492.72
561,391021.659,2824492.72
562,396021.659,2824492.72
563,401021.659,2824492.72
564,406021.659,2824492.72
565,411021.659,2824492.72
566,416021.659,2824492.72
567,421021.659,2824492.72
568,426021.659,2824492.72
569,431021.659,2824492.72
570,436021.659,2824492.72
571,441021.659,2824492.72
572,446021.659,2824492.72
573,451021.659,2824492.72
574,456021.659,2824492.72
575,461021.659,2824492.72
576,466021.659,2824492.72
577,471021.659,2824492.72
578,476021.659,2824492.72
579,481021.659,2824492.72
580,486021.659,2824492.72
581,356021.659,2819492.72
582,361021.659,2819492.72
583,366021.659,2819492.72
